1.000000000000000056e-01,1.000000000000000056e-01
9.000000000000000222e-01,1.000000000000000056e-01
1.000000000000000056e-01,9.000000000000000222e-01
9.000000000000000222e-01,9.000000000000000222e-01
1.280000000000000027e-01,7.021666564941406730e-01
2.379999999999999893e-01,4.041666564941406303e-01
4.319999999999999951e-01,2.501666564941406046e-01
4.959999999999999964e-01,5.421666564941406419e-01
1.479999999999999927e-01,4.361666564941406032e-01
1.380000000000000115e-01,2.521666564941406063e-01
7.199999999999999456e-02,4.501666564941406157e-01
1.960000000000000075e-01,5.041666564941406081e-01
3.119999999999999996e-01,5.961666564941405788e-01
3.780000000000000027e-01,8.581666564941405895e-01
8.259999999999999565e-01,6.121666564941405930e-01
5.679999999999999494e-01,1.401666564941406179e-01
2.600000000000000089e-01,4.921666564941405975e-01
1.600000000000000033e-01,5.681666564941406650e-01
1.260000000000000009e-01,5.001666564941406046e-01
7.019999999999999574e-01,2.621666564941406152e-01
1.000000000000000056e-01,1.000000000000000056e-01
9.000000000000000222e-01,1.000000000000000056e-01
1.000000000000000056e-01,9.000000000000000222e-01
9.000000000000000222e-01,9.000000000000000222e-01
3.439999999999999725e-01,1.021666564941406258e-01
1.499999999999999944e-01,3.521666564941406397e-01
5.719999999999999529e-01,6.281666564941406072e-01
1.960000000000000075e-01,5.241666564941406259e-01
2.320000000000000118e-01,8.081666564941406561e-01
4.680000000000000271e-01,1.501666564941406268e-01
8.120000000000000551e-01,3.761666564941406055e-01
4.600000000000000200e-01,3.461666564941406343e-01
5.200000000000000178e-01,3.081666564941406006e-01
5.620000000000000551e-01,4.281666564941406516e-01
3.739999999999999991e-01,4.141666564941406392e-01
3.439999999999999725e-01,4.681666564941406317e-01
3.220000000000000084e-01,3.741666564941406037e-01
2.899999999999999800e-01,3.101666564941406024e-01
2.359999999999999876e-01,2.201666564941406334e-01
3.760000000000000009e-01,2.701666564941406223e-01
1.000000000000000056e-01,1.000000000000000056e-01
9.000000000000000222e-01,1.000000000000000056e-01
1.000000000000000056e-01,9.000000000000000222e-01
9.000000000000000222e-01,9.000000000000000222e-01
1.300000000000000044e-01,7.001666564941406712e-01
2.959999999999999853e-01,8.781666564941406072e-01
5.400000000000000355e-01,5.721666564941406685e-01
7.520000000000000018e-01,6.881666564941406605e-01
7.900000000000000355e-01,3.641666564941406503e-01
4.279999999999999916e-01,1.601666564941406357e-01
2.999999999999999889e-01,3.441666564941406325e-01
1.640000000000000069e-01,5.221666564941406241e-01
3.479999999999999760e-01,6.141666564941405948e-01
4.420000000000000040e-01,4.041666564941406303e-01
6.780000000000000471e-01,4.441666564941406103e-01
5.959999999999999742e-01,7.121666564941405708e-01
5.879999999999999671e-01,9.461666564941406676e-01
4.799999999999999822e-01,7.341666564941405904e-01
5.300000000000000266e-01,5.081666564941406117e-01
5.999999999999999778e-01,5.541666564941406525e-01
1.000000000000000056e-01,1.000000000000000056e-01
9.000000000000000222e-01,1.000000000000000056e-01
1.000000000000000056e-01,9.000000000000000222e-01
9.000000000000000222e-01,9.000000000000000222e-01
8.960000000000000187e-01,7.801666564941406312e-01
